Unnamed: 0,first_name,last_name,id,market_value,market_value_trend,team_id,date,time,totalPoints,average_points
221.0,Naouirou,Ahamada,2912,500000.0,0,9,2022-07-25,2022-07-25 15:08:53.359394,,
222.0,Ömer Faruk,Beyaz,3000,500000.0,0,9,2022-07-25,2022-07-25 15:08:53.359394,,
223.0,Hiroki,Ito,3089,7966326.0,2,9,2022-07-25,2022-07-25 15:08:53.359394,,
224.0,Florian,Schock,3105,500000.0,0,9,2022-07-25,2022-07-25 15:08:53.359394,,
225.0,Enzo,Millot,3130,642022.0,2,9,2022-07-25,2022-07-25 15:08:53.359394,,
226.0,Wahidullah,Faghir,3138,500000.0,0,9,2022-07-25,2022-07-25 15:08:53.359394,,
227.0,Tiago Barreiros,de Melo Tomás,3193,9175090.0,1,9,2022-07-25,2022-07-25 15:08:53.359394,,
228.0,Juan José,Perea,3555,5484010.0,1,9,2022-07-25,2022-07-25 15:08:53.359394,,
229.0,Thomas,Kastanaras,3560,500000.0,0,9,2022-07-25,2022-07-25 15:08:53.359394,,
230.0,Mitchell,Weiser,43,5224115.0,1,10,2022-07-25,2022-07-25 15:08:53.359394,,
231.0,Marvin,Ducksch,82,15892904.0,1,10,2022-07-25,2022-07-25 15:08:53.359394,,
232.0,Niklas,Stark,157,9551171.0,2,10,2022-07-25,2022-07-25 15:08:53.359394,,
233.0,Niclas,Füllkrug,608,13556580.0,1,10,2022-07-25,2022-07-25 15:08:53.359394,,
234.0,Leonardo,Bittencourt,624,9486929.0,1,10,2022-07-25,2022-07-25 15:08:53.359394,,
235.0,Michael,Zetterer,1655,1964244.0,1,10,2022-07-25,2022-07-25 15:08:53.359394,,
236.0,Nicolai,Rapp,1659,500000.0,0,10,2022-07-25,2022-07-25 15:08:53.359394,,
237.0,Milos,Veljkovic,1823,7374032.0,1,10,2022-07-25,2022-07-25 15:08:53.359394,,
238.0,Anthony,Jung,1858,4021223.0,2,10,2022-07-25,2022-07-25 15:08:53.359394,,
239.0,Oliver,Burke,1955,7533957.0,1,10,2022-07-25,2022-07-25 15:08:53.359394,,
